Chemical,Model,Mean_R2,Std_R2,Mean_RMSE,Std_RMSE
Legumin A (P02857),randomforest,-0.41254573695256047,0.5624431451379939,5952205.870345036,1038550.981575326
Legumin J (P05692),lasso,-0.17103545419936123,0.5630258717679716,47526803.32390499,10043300.483620308
Legumin J (P05692),ridge,-0.08140863881758285,0.5265968738141886,45375822.40517301,10175080.636442814
Legumin J (P05692),svr,-0.10613380790525073,0.12346097983764569,48406261.9843055,8595529.824146561
Legumin J (P05692),randomforest,-0.2564040271877261,0.38278058374626156,47490590.701022215,10478018.777278176
Legumin K (P05693),lasso,0.04769730500166262,0.5275513987592807,12372375.716154473,3118592.985286192
Legumin K (P05693),ridge,0.0023820660540368245,0.49861323550643405,12985123.566345394,3189636.093635577
Legumin K (P05693),svr,-0.07697781913776883,0.07924115662194256,13931190.244487757,3475576.5713787833
Legumin K (P05693),randomforest,0.06583569943304608,0.3738979138246265,12486283.190694429,2956206.4432643065
Legumin B (P14594),lasso,-0.6247472565905011,0.9214582545643631,15681097.914780777,3042700.959772525
Legumin B (P14594),ridge,-0.6883565355122937,1.0158126253454511,14925238.03033323,3051410.0737225995
Legumin B (P14594),svr,-0.32886588734211236,0.6645538392733684,14412286.172088753,1993055.3292870522
Legumin B (P14594),randomforest,-0.1057717743464905,0.3180492515092475,13435560.016191866,1663318.0430826142
Convicilin (Q9M3X6),lasso,-0.1783988738053049,0.46043219949659697,33180761.28222505,7241301.856717504
Convicilin (Q9M3X6),ridge,0.05811681503938455,0.20925710157743851,30877052.88706401,6416229.624703948
Convicilin (Q9M3X6),svr,-0.21762114116163128,0.34247191774010166,33967250.303179175,5704863.528124945
Convicilin (Q9M3X6),randomforest,0.08081057550482337,0.3404148145828619,28128298.702821355,7104368.03181188
Convicilin (P13915),lasso,-0.5321703405849101,0.9734961797022199,13547254.799320545,3413232.1930414448
Convicilin (P13915),ridge,-0.3719570198469576,0.7527578298737253,12643005.384987598,2709313.1628115717
Convicilin (P13915),svr,-0.10236984146316677,0.17006796067952235,12174877.61265802,2137709.0811343254
Convicilin (P13915),randomforest,-0.11216938876937907,0.40350716447533774,11104150.710419593,2299788.690163828
Vicilin (Q702P1),lasso,-0.17962274717271456,0.5546089484588697,53067827.413641915,8174077.8932166435
Vicilin (Q702P1),ridge,-0.09643749188046528,0.39664865964083545,53962631.66216721,7562661.556400755
Vicilin (Q702P1),svr,-0.1897194488194972,0.37486084190774355,55036591.15308435,9384045.575077113
Vicilin (Q702P1),randomforest,-0.10093113485235272,0.6020589538129724,52183098.01743672,12959564.393171133
Vicilin 47k (Q43626),lasso,-0.1791929669497874,0.5553596169928986,53053292.73353337,8172382.115514545
Vicilin 47k (Q43626),ridge,-0.09678568919194597,0.39781989458964995,53977817.48898876,7555646.4900407605
Vicilin 47k (Q43626),svr,-0.18971004164698294,0.37491456452870164,55040895.019827165,9392739.44941885
Vicilin 47k (Q43626),randomforest,-0.31854440527052097,0.3615293183624366,54324985.76476403,11087314.360810395
Vicilin (P13918),lasso,-0.3044560401393158,0.7096850908958982,37069628.72038533,7327193.035943662
Vicilin (P13918),ridge,0.049223362827892025,0.35029473142687806,30862097.116538364,4331767.573795476
Vicilin (P13918),svr,-0.16163943250487028,0.33475000608249744,36013021.191514455,4282314.392156852
Vicilin (P13918),randomforest,0.08816221797195992,0.221390303384375,29630409.25414555,4721919.7813941585
"Vicilin, 14 kDa component (P02856)",lasso,-1.3334133135382313,1.3172948980141923,2631052.4685320994,622437.0905751131
"Vicilin, 14 kDa component (P02856)",ridge,-0.4068148054081437,0.32429172716971133,2230826.937020744,478310.57525507885
"Vicilin, 14 kDa component (P02856)",svr,-0.14609633363193636,0.20163499596217282,1928073.7525589853,376585.77289255575
"Vicilin, 14 kDa component (P02856)",randomforest,-0.012559885180527215,0.272934140085039,1844740.7186293576,432403.9251711064
Provicilin (P02855),lasso,-0.9319594679305124,0.8285244896826094,35351488.0139131,7975090.013100789
Provicilin (P02855),ridge,-0.3732033268582776,0.46487340159774443,31067103.939655833,5994600.495496625
Provicilin (P02855),svr,-0.14317396487571837,0.23262356398928466,28028433.404233932,6314469.743663038
Provicilin (P02855),randomforest,-0.6038530050672978,0.618902806184124,30906244.07133795,5406504.428769125
Albumin-1 D (P62929),lasso,-0.701781038459199,0.6640787851989374,1081459.2395712738,191948.28571095664
Albumin-1 D (P62929),ridge,-0.17598249036251995,0.21803734554729717,1003419.0658153824,172509.4186628758
Albumin-1 D (P62929),svr,-0.15089347845306503,0.13120884273362196,915493.0567235599,157779.25030455482
Albumin-1 D (P62929),randomforest,-0.5408570696562232,0.775998608274896,947456.795297419,200518.87855165225
Albumin-1 E (P62930),lasso,-0.7345706713009248,0.9369483270125837,230690.30126290722,58558.81109003667
Albumin-1 E (P62930),ridge,-0.2511747114526795,0.34021537126139356,187804.32295414948,19950.306202578726
Albumin-1 E (P62930),svr,-0.4122744070555573,0.34596238276457975,216882.4768146001,45381.582169020265
Albumin-1 E (P62930),randomforest,-0.44100053490996405,0.4462727463812619,195568.1262676367,36449.16168747432
Albumin-1 B (P62927),lasso,-1.0955440620140986,1.5092098824261557,698225.4809243518,147362.35776852298
Albumin-1 B (P62927),ridge,-0.18415015974342203,0.357572083359367,613996.7160974547,135954.39181741857
Albumin-1 B (P62927),svr,-0.09916551551796111,0.10157931972432362,552099.6614198398,120543.56780253965
Albumin-1 B (P62927),randomforest,-0.31679531824670965,0.4960044860517191,674391.6569761487,105982.44761248077
Albumin-1 C (P62928),lasso,-0.7966659021105391,1.0487899237268055,1622573.0663422414,306286.71525985486
Albumin-1 C (P62928),ridge,-0.25996336231660405,0.40161888164963666,1468314.203145336,228971.73380808037
Albumin-1 C (P62928),svr,-0.19494193662723605,0.21653594521571096,1403194.3814038623,329907.95883366064
Albumin-1 C (P62928),randomforest,-0.5486375403724894,0.7776176845488438,1453157.357389359,271571.1562114564
Albumin-1 F (P62931),lasso,-0.7174724172036406,0.5621623653411566,253800.7077222603,50939.019361741935
Albumin-1 F (P62931),ridge,-0.16302886295317504,0.3560417042655256,211236.7676508586,50049.150823292926
Albumin-1 F (P62931),svr,-0.13545094847272027,0.25062545912961476,207789.11728132886,26981.74356744855
Albumin-1 F (P62931),randomforest,-0.16125893404480035,0.6220726253141845,208534.8172031432,57435.70225681929
Albumin-2 (P08688),lasso,-0.13071003675086842,0.5590909003138835,13646939.012494117,3417021.5181803647
Albumin-2 (P08688),ridge,0.0020748467750791645,0.32142321706765076,13075561.007759852,2733560.8997334964
Albumin-2 (P08688),svr,-0.22044739581754863,0.2740030062902838,14600912.329391737,2796509.2118116696
Albumin-2 (P08688),randomforest,0.25427812967960384,0.34780251732858997,11808424.765177,2006587.3083071136
Seed biotin-containing protein SBP65 (Q41060),lasso,-0.33799869044766284,0.8005495480714981,6489616.86339769,1370264.723391142
Seed biotin-containing protein SBP65 (Q41060),ridge,-0.25967623153645686,0.824617961562158,6442043.828109466,1363662.4802615128
Seed biotin-containing protein SBP65 (Q41060),svr,-0.17275718572383095,0.20905614897370098,6624073.199090837,1901436.7343623636
Seed biotin-containing protein SBP65 (Q41060),randomforest,-0.7450116788851646,1.521224547496736,6670236.129376742,1372856.2864112258
Cupin type-1 domain-containing protein (A0A9D4WJU6),lasso,-0.9539197331568425,0.8776138365072136,4881812.850059938,1202758.574336182
Cupin type-1 domain-containing protein (A0A9D4WJU6),ridge,-0.353894540674692,0.3698215615210567,4414006.937204536,908206.7365301406
Cupin type-1 domain-containing protein (A0A9D4WJU6),svr,-0.12216320977195358,0.16645660573561305,3791299.1845901646,772237.8296613944
Cupin type-1 domain-containing protein (A0A9D4WJU6),randomforest,-0.8757975216209151,1.1363004128385563,4639213.824482476,665662.9328381764
Cupin type-1 domain-containing protein (A0A9D5AGJ1),lasso,-1.233286556123056,1.0873002113219343,3670664.280854568,1143794.9389061697
Cupin type-1 domain-containing protein (A0A9D5AGJ1),ridge,-0.14678170846612765,0.24942212530947724,3399626.5779615194,1393601.4484376272
Cupin type-1 domain-containing protein (A0A9D5AGJ1),svr,-0.3849967782063713,0.3438580357417034,3061826.760127411,1147931.173644552
Cupin type-1 domain-containing protein (A0A9D5AGJ1),randomforest,-1.454580988032628,1.409819008473426,3672486.471271315,1131514.9610111166
Alcohol dehydrogenase-like C-terminal domain-containing protein (A0A9D4Y379),lasso,-0.2528229684471199,0.8294652155968283,1117054.3467847873,164961.892669279
Alcohol dehydrogenase-like C-terminal domain-containing protein (A0A9D4Y379),ridge,0.10663850974661496,0.3154690741218601,1160781.995523156,196729.62852833432
Alcohol dehydrogenase-like C-terminal domain-containing protein (A0A9D4Y379),svr,-0.13877640515116446,0.1310383132889344,1160390.6913504181,253801.07295036528
Alcohol dehydrogenase-like C-terminal domain-containing protein (A0A9D4Y379),randomforest,0.09441055515825245,0.49551824843885456,1054873.7391907298,194504.3312325433
Seed linoleate 9S-lipoxygenase-2 (P14856),lasso,-1.2039287926121047,1.5320219664927415,4816203.02541481,1202907.9275208462
Seed linoleate 9S-lipoxygenase-2 (P14856),ridge,-0.3418752455012979,1.199212265055926,4087537.9665457904,1535235.548258645
Seed linoleate 9S-lipoxygenase-2 (P14856),svr,-0.10557708656207723,0.15180803980599802,3894252.488085352,1543682.5121764606
Seed linoleate 9S-lipoxygenase-2 (P14856),randomforest,0.2237962953708593,0.28038559242486855,3951705.135712543,1410262.3876810586
Seed linoleate 9S-lipoxygenase-3 (P09918),lasso,-0.21829227316961924,0.7257546031581158,11032056.92043103,2762081.211279019
Seed linoleate 9S-lipoxygenase-3 (P09918),ridge,-0.06914997082539708,0.559954296742368,10332943.209579516,1905328.5430814566
Seed linoleate 9S-lipoxygenase-3 (P09918),svr,-0.17466110647425323,0.34560155864571257,11428879.073989207,2319528.558123268
Seed linoleate 9S-lipoxygenase-3 (P09918),randomforest,0.22125671705489838,0.2274766404532467,10797296.178658662,2725057.089074956
NADPH-dependent aldehyde reductase 1 (A0A9D4XPH4),lasso,-0.6213240788382894,1.223264839156151,3350307.6800217866,1387483.8425586156
NADPH-dependent aldehyde reductase 1 (A0A9D4XPH4),ridge,0.21873402074870754,0.3946057941047487,2589348.583768702,506597.90703662124
NADPH-dependent aldehyde reductase 1 (A0A9D4XPH4),svr,-0.14172320183811915,0.22823326664370178,3146008.0598523207,969341.7852951456
NADPH-dependent aldehyde reductase 1 (A0A9D4XPH4),randomforest,0.12694136346899823,0.6121756498588563,2673739.460445567,623224.3540502416
Non-specific lipid-transfer protein 1 (A0A161AT60),lasso,-0.8786219260762047,0.7635639036832753,5018889.097607969,1088597.307802301
Non-specific lipid-transfer protein 1 (A0A161AT60),ridge,-0.37876633134979654,0.301335889828514,4076207.7732690675,804834.1685057087
Non-specific lipid-transfer protein 1 (A0A161AT60),svr,-0.1279255308725851,0.22907920970593312,3956978.9933803314,576815.2968161766
Non-specific lipid-transfer protein 1 (A0A161AT60),randomforest,-0.1692145774695964,0.2438334888689308,3765691.8101275275,491673.35745745304
Dehydrin DHN2 (P28640),lasso,-0.22324536725301933,1.1036315259439673,2980423.762926069,818603.064226158
Dehydrin DHN2 (P28640),ridge,0.043875004963658176,0.7713792226673846,2724746.182735129,723191.3705369203
Dehydrin DHN2 (P28640),svr,-0.18682806932544227,0.2616904092723166,3339018.1670215875,909679.3596239486
Dehydrin DHN2 (P28640),randomforest,0.3086171963110113,0.28563282638340365,2796435.1686849436,917719.6766978044
"Granule-bound starch synthase 1, chloroplastic/amyloplastic (Q43092)",lasso,-0.8080671949736763,0.8993210168379584,2010225.8200916294,488125.7749947554
"Granule-bound starch synthase 1, chloroplastic/amyloplastic (Q43092)",ridge,-0.15741568624468685,0.36084207243917454,1711654.014596243,379457.4186340526
"Granule-bound starch synthase 1, chloroplastic/amyloplastic (Q43092)",svr,-0.09779476147024516,0.15204182517015502,1636978.047893856,305788.88229443546
"Granule-bound starch synthase 1, chloroplastic/amyloplastic (Q43092)",randomforest,-0.1733248810863634,0.3018629493082511,1852635.6174033755,263121.060422741
Lipoxygenase domain-containing protein (A0A9D5ALU8),lasso,-0.15494704713934856,0.7074418169901212,6326393.615931018,1564895.5888284717
Lipoxygenase domain-containing protein (A0A9D5ALU8),ridge,-0.01017545233711562,0.45138031335855705,6038300.28872791,1042948.8849506486
Lipoxygenase domain-containing protein (A0A9D5ALU8),svr,-0.21896745977737792,0.2751191525855056,6939887.369780707,1546237.0479228406
Lipoxygenase domain-containing protein (A0A9D5ALU8),randomforest,-0.004174369924401194,0.5533745593075308,5949279.56989715,1765200.237972298
"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic (P34922)",lasso,-0.30573107133229627,0.8665239699764359,1525163.7234210735,403575.28657005465
"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic (P34922)",ridge,0.31255563297309685,0.4235995169235855,1243439.2933797534,294361.34802036616
"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic (P34922)",svr,-0.1476223440577289,0.12927803901093105,1576818.7912196293,428250.0390469884
"Glyceraldehyde-3-phosphate dehydrogenase, cytosolic (P34922)",randomforest,0.09161915187787399,0.4061100565012192,1329279.0270398166,314407.41791048745
PsHSC71.0 (Q41027),lasso,-0.7044853963806499,1.3902343507103336,219707.6780425475,46665.421584914206
PsHSC71.0 (Q41027),ridge,-0.246969368398939,0.6571164094917843,200736.13694563886,55923.5291169729
PsHSC71.0 (Q41027),svr,-0.1351217275498857,0.12727959129093183,212440.1443511458,71990.25517563376
PsHSC71.0 (Q41027),randomforest,-0.176934243235262,0.6948056944516693,180632.83781059698,42697.96445036633
Pre-tRNA nuclear export protein (A0A9D4W256),lasso,-4.526144667954986,10.405977941068896,153672.7505732781,23148.69183087385
Pre-tRNA nuclear export protein (A0A9D4W256),ridge,-0.6340431734019065,1.0538551245434271,118898.2447602611,40819.71397101342
Pre-tRNA nuclear export protein (A0A9D4W256),svr,-0.18370708690882212,0.16979377786738653,132500.8992580284,53917.44592674161
Pre-tRNA nuclear export protein (A0A9D4W256),randomforest,-1.5981654990101388,1.9674965815068224,125199.48710892531,38631.459504309634
